ENSMUSG00000028180	Zranb2
ENSMUSG00000098858	Mir6541
ENSMUSG00000045991	Onecut2
MGI:1930958	Tnk1
MGI:5011234	Kat6b-ps2
ENSMUSG00000098851	Mir6353
MGI:5010007	Gm17822
ENSMUSG00000098855	Mir6923
ENSMUSG00000098856	Mir8113
ENSMUSG00000006764	Tph2
ENSMUSG00000078921	Tgtp2
MGI:4439569	Trbj1-2
MGI:1921434	2310065F04Rik
MGI:5593198	Gm34039
MGI:5591083	Gm31924
ENSMUSG00000021218	Gdi2
MGI:5592388	Gm33229
MGI:5645797	Obox4-ps24
MGI:106894	D11Bhm107
MGI:3641888	Gm10513
ENSMUSG00000043102	Qrfp
MGI:1927170	Spata5
MGI:5011493	Gm19308
ENSMUSG00000029333	Rasgef1b
MGI:1921438	Prl8a8
MGI:3651803	Gm12304
MGI:4358923	Mir2137
ENSMUSG00000074059	Fbxw18
MGI:98594	Trbv1
MGI:101328	D10Mit192
MGI:5010423	Gm18238
ENSMUSG00000026322	Htr4
ENSMUSG00000026321	Tnfrsf11a
MGI:3781387	Gm3208
ENSMUSG00000026327	Serpinb11
MGI:101323	D10Mit197
MGI:101320	D10Mit200
MGI:101321	D10Mit199
MGI:1925995	9530097N15Rik
MGI:1920746	1700072G22Rik
MGI:1920745	Samt3
MGI:3779966	Gm9556
ENSMUSG00000007050	Lsm2
MGI:1920742	1700085G17Rik
MGI:1920741	1700085D07Rik
MGI:1920740	Mipol1
MGI:5010426	Gm18241
MGI:1925999	Filip1l
MGI:1925998	Rassf10
MGI:5594955	Gm35796
MGI:1920748	1700084P21Rik
MGI:1922679	Fam183b
MGI:1922678	3100002H20Rik
ENSMUSG00000094714	Gm16430
MGI:3763743	Snhg1
ENSMUSG00000061410	Zcchc14
MGI:1922670	Secisbp2
MGI:1922673	Arl5a
MGI:1922672	Mettl5
MGI:1922675	Tti1
MGI:1922674	Zfp820
ENSMUSG00000094719	Gm5108
MGI:5593483	Gm34324
MGI:3031076	Olfr1242
MGI:3031077	Olfr1243
MGI:3031074	Olfr1240
MGI:3031075	Olfr1241
MGI:3031072	Olfr1238
MGI:3031073	Olfr1239
MGI:3031070	Olfr1236-ps1
MGI:3031071	Olfr1237-ps1
ENSMUSG00000065701	Rny1
ENSMUSG00000086947	4930522O17Rik
MGI:3031078	Olfr1244-ps1
MGI:3031079	Olfr1245
MGI:1355277	Evi14
MGI:3642613	Gm10689
MGI:1924151	Jade2
MGI:3642614	Gm10690
MGI:5594021	Gm34862
MGI:5298204	Gm20603
MGI:3642618	Trav6n-6
MGI:3642619	Gm10362
MGI:3779968	Gm9558
MGI:5011238	Gm19053
ENSMUSG00000015889	Lta4h
MGI:3647068	Gm5190
MGI:3782762	Vmn1r165
MGI:5010923	Gm18738
ENSMUSG00000015880	Ncapg
ENSMUSG00000015882	Lcorl,Gm3414
ENSMUSG00000106013	4933402J10Rik
MGI:3647066	Gm4917
MGI:91494	D1Mit123
MGI:3647064	Gm4842
MGI:3647065	Gm4774
ENSMUSG00000002105	Slc39a13
ENSMUSG00000002104	Rapsn
ENSMUSG00000002107	Celf2
ENSMUSG00000085944	1700003D09Rik
ENSMUSG00000002100	Mybpc3
ENSMUSG00000002103	Acp2
ENSMUSG00000002102	Psmc3
MGI:5623953	Gm41068
ENSMUSG00000098144	1700029N11Rik
ENSMUSG00000002109	Ddb2
ENSMUSG00000002108	Nr1h3
MGI:5011239	Gm19054
MGI:3642505	Gm10781
MGI:3647030	Gm6216
ENSMUSG00000046173	Pabpc6
MGI:3807565	Gm14598
MGI:5622667	Gm39782
ENSMUSG00000046179	E2f8
ENSMUSG00000093941	Vmn1r131
MGI:3644650	Gm7034
MGI:4413752	n-TDgtc1
MGI:1924486	Sccpdh
MGI:1924487	Cc2d2a
ENSMUSG00000016283	H2-M2
MGI:5624203	Gm41318
MGI:5623950	Gm41065
MGI:1924483	Fam118b
MGI:1915484	Fcor
MGI:1924488	Nipal2
MGI:98302	Si-r
MGI:5623524	Gm40639
ENSMUSG00000062931	Zfp938
MGI:3647399	Gm7993
MGI:3648569	Gm6321
MGI:3647394	Gm6592
MGI:3647395	Gm5388
ENSMUSG00000027247	Arhgap1
MGI:3647390	Gm5823
MGI:3647391	Gm4750
MGI:3648560	Gm7180
MGI:98305	Sig
MGI:5623909	Gm41024
MGI:5594022	Gm34863
MGI:102795	Fgl1
MGI:5623951	Gm41066
MGI:3624540	Klrb1-ps1
MGI:5010529	Gm18344
MGI:5010528	Gm18343
MGI:5010527	Gm18342
MGI:102792	Mcptl
MGI:5010525	Gm18340
MGI:5010524	Gm18339
MGI:5010523	Gm18338
MGI:5010522	Gm18337
MGI:5010521	Gm18336
MGI:5010520	Gm18335
MGI:1923108	Speer4cos
MGI:1923109	4930568D16Rik
MGI:5579254	Gm28548
MGI:1925967	D530014G21Rik
ENSMUSG00000001227	Sema6b
ENSMUSG00000025132	Arhgdia
MGI:1923100	Ccdc173
MGI:101815	Fmn1
MGI:101816	Msh2
MGI:1923103	4930592I03Rik
MGI:1923104	4930579J19Rik
MGI:1923105	4930579H20Rik
MGI:1923106	4930580E04Rik
MGI:1923107	4930568G15Rik
MGI:5592646	Gm33487
MGI:5623956	Gm41071
ENSMUSG00000062939	Stat4
MGI:5010118	Gm17933
MGI:3033098	Mrgpra2b
ENSMUSG00000025137	Pcyt2
MGI:1196615	Tet(5<12>)1Jic
MGI:105313	Cit
MGI:105312	Csn1s2b
MGI:105311	Efs
ENSMUSG00000095040	1700001J03Rik
MGI:5625127	Gm42242
MGI:105315	rsl
MGI:105314	H2-Pa
ENSMUSG00000070438	Olfr313
MGI:5591378	Gm32219
MGI:5591379	Gm32220
ENSMUSG00000095048	Gm11239
MGI:5623903	Gm41018
ENSMUSG00000020319	Wdpcp
MGI:5623957	Gm41072
ENSMUSG00000046130	Vmn1r184
ENSMUSG00000051965	Nanos2
MGI:5623902	Gm41017
MGI:2159658	Vmn1r-ps103
MGI:3647683	Glyatl3
MGI:3648242	Gm8510
MGI:2664009	Tbrs4
ENSMUSG00000051969	Tlr11
MGI:1925969	D530034E23Rik
MGI:2159656	Vmn1r82
MGI:3650492	Gm14088
ENSMUSG00000049806	Olfr466
MGI:1350959	DXMgc74
MGI:4414028	n-TSaga8
MGI:2442532	E230008J23Rik
MGI:5623954	Gm41069
MGI:2146227	Fam83f
ENSMUSG00000020317	Theg
MGI:3651169	Gm13361
MGI:3647930	Gm15007
MGI:2442534	4732496C06Rik
MGI:3647932	Gm5922
MGI:3647934	Gm8734
MGI:3649407	Gm11401
MGI:3647936	Trav10n
MGI:3647937	Igkv4-77
MGI:3643228	Rpl23a-ps5
ENSMUSG00000054309	Cpsf3
MGI:1891074	Drld
MGI:5434298	Gm20942
ENSMUSG00000020312	Shc2
MGI:5591337	Gm32178
MGI:3643220	Gm5646
MGI:5477199	Gm26705
ENSMUSG00000054302	Eapp
MGI:3643223	Gm5706
MGI:3643224	Gm5705
MGI:3643225	Gm5704
MGI:3643226	Gm9335
MGI:5477198	Gm26704
MGI:1916669	1700026F02Rik
MGI:1916668	1700025K24Rik
MGI:5434596	Gm21241
MGI:3647036	Gm5931
ENSMUSG00000019373	Cops3
ENSMUSG00000019370	Calm3
MGI:1916662	1700016L04Rik
MGI:1916665	1700025N21Rik
MGI:3779619	Gm6638
MGI:1916667	1700025D23Rik
MGI:1916666	1700025F22Rik
MGI:3651160	Gm11443
MGI:1347560	Tsks
ENSMUSG00000096666	Gm20852
MGI:5591330	Gm32171
ENSMUSG00000096663	Vmn1r103
MGI:5011699	Gm19514
ENSMUSG00000094931	Vmn1r160
ENSMUSG00000002812	Flii
MGI:5622853	Gm39968
MGI:3705510	Gm14621
MGI:3705517	Gm14754
MGI:5477197	Gm26703
MGI:5011690	Gm19505
ENSMUSG00000002814	Top3a
MGI:5621815	Gm38930
MGI:1925469	4930568E12Rik
MGI:1925468	4930573I07Rik
MGI:3780384	Gm2214
MGI:1925465	4930578N18Rik
MGI:1925464	4930589O11Rik
MGI:1925467	Tmem210
MGI:1925466	4930584D05Rik
MGI:1925461	4930558N11Rik
MGI:1925460	4930549L11Rik
MGI:1925463	4930563M20Rik
MGI:1925462	Rbm46os
MGI:5624166	Gm41281
MGI:3030378	Olfr544
ENSMUSG00000037638	Zbtb42
MGI:2159615	Vmn1r229
MGI:3030379	Olfr545
MGI:5622348	Gm39463
MGI:2661734	Cfld3
MGI:89768	D2Mit1003
ENSMUSG00000015711	Prune
ENSMUSG00000015714	Cers2
MGI:5624851	Gm41966
MGI:89760	D13Mit32
MGI:3030746	Olfr912
MGI:89762	D13Mit35
MGI:3837018	Mir1947
MGI:3698439	Bmc8
MGI:89765	D13Mit38
MGI:5622709	Gm39824
MGI:3758257	Skts-fp1
MGI:3643511	Gm8806
MGI:4834259	Mir3085
MGI:5594002	Gm34843
MGI:3779614	Gm6602
MGI:4439562	Gm16638
MGI:5622059	Gm39174
MGI:1928738	Slc25a20
MGI:1928739	Dnajb2
MGI:5624856	Gm41971
ENSMUSG00000079008	Gm14124
ENSMUSG00000079009	Gm14139
ENSMUSG00000079006	Gm14151
ENSMUSG00000079007	Tcl1b4
ENSMUSG00000089715	Cbx6
MGI:3644667	Gm6436
MGI:93257	D5Mit180
MGI:93255	D5Mit179
MGI:93254	D5Mit178
MGI:93253	D5Mit177
MGI:93251	D5Mit175
MGI:93250	D5Mit174
MGI:96943	Tpsab1
MGI:3644661	Gm8328
MGI:3643518	Gm5459
MGI:93259	D5Mit182
MGI:3644660	Gm9068
MGI:1916513	Rfc3
ENSMUSG00000097538	Vmn2r-ps11
MGI:3607717	4933402J07Rik
MGI:3644663	Gm5757
MGI:89498	D12Mit88
MGI:89496	D12Mit86
MGI:89497	D12Mit87
ENSMUSG00000054874	Pcnx3
ENSMUSG00000101746	2310043L19Rik
MGI:89492	D12Mit82
MGI:89493	D12Mit83
MGI:89490	D12Mit80
ENSMUSG00000054871	Tmem158
MGI:3650633	Gm11210
MGI:3650631	Trav9d-1
ENSMUSG00000001415	Smg5
MGI:3650637	Gm12164
MGI:3650636	Gm12163
MGI:3650635	Gm12166
MGI:3650634	Gm12165
MGI:1915312	Btf3l4
ENSMUSG00000056851	Pcbp2
MGI:5591965	Gm32806
MGI:1915315	Rhno1
MGI:1915317	3010026O09Rik
MGI:5624854	Gm41969
ENSMUSG00000041255	Tmco5b
MGI:3030679	Olfr845
MGI:2682948	Zdhhc19
ENSMUSG00000050379	Sept6
MGI:1858513	Mnek1c
MGI:1858510	Nell2
MGI:1858511	Mnek1b
MGI:3030673	Olfr839-ps1
MGI:3030672	Olfr838-ps1
ENSMUSG00000050377	Il31ra
ENSMUSG00000000416	Cttnbp2
MGI:3030677	Olfr843
ENSMUSG00000050370	Ch25h
MGI:3030675	Olfr841-ps1
MGI:3030674	Olfr840-ps1
MGI:2385054	Pex6
MGI:2149734	9430032L10Rik
MGI:3651325	Gm14116
ENSMUSG00000066278	Vps37b
MGI:3651320	Gm12980
MGI:3651321	Gm12327
MGI:3642509	Hottip
ENSMUSG00000077734	Snord83b
ENSMUSG00000093441	Mir5710
MGI:3651328	Gm14117
ENSMUSG00000093445	Lrch4
MGI:91092	D18Mit4
MGI:2149737	4930573O21Rik
ENSMUSG00000108337	Gm4971
MGI:3605804	A430088P11Rik
MGI:5589668	Gm30509
MGI:91099	D18Mit46
MGI:4414020	n-TPtgg8
MGI:95963	H2-T7
MGI:95962	H2-T6
MGI:95961	H2-T5
MGI:95960	H2-T4
MGI:95967	H20
MGI:95966	H2-Tlev
MGI:95965	H2-T9
MGI:95964	H2-T8
MGI:95969	H22
ENSMUSG00000001419	Mef2d
MGI:3650989	Gm12426
ENSMUSG00000091971	Hspa1a
ENSMUSG00000091972	Tmem207
MGI:3051548	Heal12
MGI:5593913	Gm34754
MGI:2685062	Catip
MGI:1276525	H2-M10.2
MGI:1276524	H2-M10.3
MGI:1276527	H2-M10.4
MGI:1920074	2810457G06Rik
MGI:1276523	Ncoa1
MGI:1276522	H2-M10.1
ENSMUSG00000022142	Nup155
ENSMUSG00000022141	Nipbl
ENSMUSG00000022146	Osmr
MGI:5624358	Gm41473
ENSMUSG00000022149	C9
MGI:96862	Ly20
MGI:5590193	Gm31034
MGI:5622707	Gm39822
ENSMUSG00000038119	Cdon
MGI:3649521	Gm13649
ENSMUSG00000038116	Phf20
ENSMUSG00000038115	Ano2
MGI:4834253	Mir3080
ENSMUSG00000038112	AW551984
ENSMUSG00000048376	F2r
MGI:5625063	Gm42178
MGI:4414076	n-TYgta3
MGI:3651473	Gm13123
MGI:1915889	Smyd2
ENSMUSG00000094879	Vmn1r129
MGI:88172	Bmfr1
MGI:88173	Bmfr2
MGI:88170	Blvra
MGI:3651581	Gm12098
MGI:88176	Bmp1
MGI:88177	Bmp2
ENSMUSG00000056436	Cyct
MGI:88175	Manba
MGI:88178	Bmp4-ps
MGI:88179	Bmp3
ENSMUSG00000064823	Snord82
MGI:106136	D16Ium5e
MGI:1859644	Magix
MGI:106134	D16Ium51
MGI:1859646	Golga4
MGI:106132	D16Ium53
MGI:106133	D16Ium52
MGI:106130	D16Ium55
MGI:106131	D16Ium54
ENSMUSG00000090083	Rnf8
ENSMUSG00000065734	Snord49a
MGI:5593761	Gm34602
MGI:1859649	Ctnnal1
MGI:1859648	Ftsj1
MGI:106138	D16Ium48
ENSMUSG00000090084	Srpx
ENSMUSG00000000823	Zfp512b
MGI:3647974	Gm5575
MGI:3649523	Gm12222
ENSMUSG00000095984	Gm4201
MGI:98117	Rps15
MGI:95348	Emv32
MGI:98119	Rps16-ps1
MGI:98118	Rps16
MGI:95345	Emv29
MGI:95344	Emv28
MGI:95343	Emv27
MGI:95342	Emv26
MGI:95341	Emv25
MGI:95340	Emv24
MGI:5621808	Gm38923
MGI:3647977	Vmn2r98
ENSMUSG00000020788	Atp2a3
ENSMUSG00000020787	P2rx1
MGI:5621803	Gm38918
ENSMUSG00000020785	Camkk1
MGI:5621801	Gm38916
MGI:5621806	Gm38921
ENSMUSG00000020782	Llgl2
ENSMUSG00000020781	Tsen54
ENSMUSG00000017195	Zpbp2
MGI:1333464	In(1)1Lub-d
MGI:1333465	In(1)1Rk-d
ENSMUSG00000025492	Ifitm3
MGI:1333467	In(1)12Rk-d
ENSMUSG00000025494	Sigirr
MGI:3647972	Gm5958
ENSMUSG00000025496	Drd4
MGI:1333463	In(1)1Icg-d
ENSMUSG00000025498	Irf7
ENSMUSG00000025499	Hras
MGI:1333468	In(1)24Rk-d
MGI:1333469	In(2)2H-d
MGI:3528616	Ear14
MGI:5621997	Gm39112
MGI:2145154	Pelo
MGI:3649408	Gm12870
MGI:5593767	Gm34608
MGI:5593918	Gm34759
MGI:5622703	Gm39818
MGI:3647175	Defa-ps12
MGI:2676278	Muc19
MGI:3649525	Gm13650
ENSMUSG00000033543	Gtf2a2
MGI:5011039	Gm18854
MGI:5621728	Gm38843
MGI:5589808	Gm30649
MGI:5595698	Gm36539
MGI:5623814	Gm40929
ENSMUSG00000022684	Bfar
ENSMUSG00000094002	Gm9866
ENSMUSG00000035969	Rusc2
ENSMUSG00000095900	Gm20773
ENSMUSG00000095903	Olfr968
MGI:2445165	Elmod2
MGI:2445162	A630023P12Rik
MGI:5593919	Gm34760
MGI:2445160	Kcnh8
MGI:3780995	Gm2824
ENSMUSG00000095909	Gm10324
ENSMUSG00000035960	Apex1
ENSMUSG00000035963	Odf3l2
ENSMUSG00000035964	Tmem59l
MGI:2445168	Elmod3
ENSMUSG00000033658	Ddx19b
ENSMUSG00000028179	Cth
MGI:2387318	Sbnt2
MGI:3780997	Gm2825
MGI:103989	In(8pq)1Rl
MGI:5434403	Gm21048
ENSMUSG00000028172	Tacr3
ENSMUSG00000028173	Wls
ENSMUSG00000028174	Rpe65
MGI:1889286	Cbln3
ENSMUSG00000028176	Lrrc7
MGI:96864	Ly25
MGI:5621862	Gm38977
MGI:1861727	Dkc1
MGI:3643267	Gm9141
MGI:1861721	Necab3
MGI:3780992	Gm2822
MGI:1861723	Ctsr
MGI:1861722	Aldh1a3
ENSMUSG00000039244	E130309D02Rik
ENSMUSG00000039246	Lyplal1
MGI:3780993	Tmem181c-ps
MGI:1861729	Abcb9
MGI:1861728	Wwp1
ENSMUSG00000039242	B3galnt2
MGI:3701343	Fcnaos
MGI:1342279	Aicda
MGI:1342278	Unc13b
MGI:5622668	Gm39783
MGI:2684326	Slc39a2
MGI:3646089	Gm7803
MGI:1927185	Chp1
MGI:1342271	196D11.T7
MGI:1342270	Large
MGI:1342273	Gsto1
MGI:1342272	273G21.T7
MGI:1342275	295F16.T7
MGI:1342274	Slc25a15
MGI:1342277	235M8.T7
MGI:1342276	Mfap4
MGI:1354184	Nox4
MGI:1098228	Alox8
MGI:3780750	Gm2582
ENSMUSG00000085396	Firre
MGI:3647170	Gm9002
MGI:3034621	AA438147
ENSMUSG00000028848	Gpn2
MGI:3780758	Gm2590
MGI:5595696	Gm36537
MGI:2387123	Lnpep
MGI:2143764	Arhgap9
MGI:2676852	Mir188
MGI:1277113	Pacs1
MGI:2676850	Mir186
MGI:2676851	Mir187
ENSMUSG00000062873	Olfr1355
MGI:2676857	Mir193a
MGI:2676854	Mir190a
MGI:2676855	Mir191
MGI:3646083	Gm7680
MGI:2676858	Mir194-1
MGI:2676859	Mir195a
MGI:5594954	Gm35795
ENSMUSG00000062878	Olfr298
MGI:1935226	Pcdhga9
MGI:1935227	Pcdhga10
MGI:2142878	C87033
ENSMUSG00000018765	Fxr2
MGI:5531297	Mir7666
MGI:5531296	Mir6391
ENSMUSG00000018761	Mpdu1
MGI:1099836	D4Wsu188e
MGI:5011035	Gm18850
MGI:3646080	Spata31d1b
MGI:2142877	Fam90a1a
MGI:1935228	Pcdhga11
MGI:1099837	D15Wsu192e
MGI:1351608	Mrpl17
MGI:1351609	Tcl1b2
ENSMUSG00000021557	Agtpbp1,A230056J06Rik
ENSMUSG00000021556	Golm1
ENSMUSG00000021550	2210016F16Rik
ENSMUSG00000021553	Slc28a3
ENSMUSG00000021552	Gkap1
MGI:1351600	Tcl1b3
MGI:1351601	Tcl1b1
MGI:1351602	Dguok
MGI:1351603	Mmel1
MGI:1351604	Tcl1b4
MGI:1351605	Rpl3
MGI:1351606	Sytl4
MGI:5624193	Gm41308
MGI:5624192	Gm41307
MGI:5624191	Gm41306
MGI:5011659	Gm19474
MGI:5624197	Gm41312
MGI:104914	Tcrd-V
MGI:5624195	Gm41310
MGI:5624194	Gm41309
MGI:5011032	Gm18847
MGI:891993	Exi
MGI:5624199	Gm41314
MGI:2156841	Recql5
MGI:3782729	Gm4545
MGI:3707328	Gm15472
ENSMUSG00000047344	Lancl3
MGI:5010922	Gm18737
MGI:94768	D9Mit76
MGI:3705519	Gm14868
MGI:94765	D9Mit73
MGI:5590116	Gm30957
ENSMUSG00000053110	Yap1
ENSMUSG00000053111	Fank1
ENSMUSG00000053113	Socs3
MGI:3819492	Snora20
ENSMUSG00000053117	E330013P04Rik
ENSMUSG00000053119	Chmp3
MGI:3641673	F630010C12Rik
MGI:5579884	Gm29178
ENSMUSG00000082755	Gm8692
MGI:2137322	Lcho1
MGI:5011651	Gm19466
MGI:3649547	Rps10-ps3
MGI:1891338	Srpk3
MGI:3649545	Gm14143
MGI:3051572	BC051628
MGI:5011656	Gm19471
MGI:3645646	Gm7910
ENSMUSG00000018189	Uchl5
MGI:3645640	Gm8874
MGI:3645641	Gm5587
MGI:3041204	E230016K23Rik
MGI:3645643	Gm7909
MGI:96724	l1Rk1
MGI:96725	l1Rk2
MGI:96726	l1Rk4
MGI:96727	l1Rk5
ENSMUSG00000039936	Pik3cd
MGI:96721	L1cam
MGI:96722	L1Md6-1
MGI:5622663	Gm39778
MGI:2182836	Serpina3d-ps
MGI:5011655	Gm19470
MGI:96728	l1Rk6
MGI:96729	l1Rk7
MGI:2183926	Cd276
MGI:2183924	Myo3a
MGI:5624790	Gm41905
MGI:1925428	4930511A08Rik
MGI:2176213	Grid2ip
MGI:2182835	Serpina3b
ENSMUSG00000070291	Ddx43
ENSMUSG00000036225	Kctd1
MGI:97687	Pmv6
ENSMUSG00000036223	Ska1
MGI:5579388	Gm28682
ENSMUSG00000063582	Olfr666
ENSMUSG00000063583	Olfr1410
ENSMUSG00000070298	Trcg1
MGI:5579384	Gm28678
MGI:2182036	Gin1
MGI:2182838	Serpina3f
MGI:1916403	Ccdc124
MGI:97681	Pmv54
MGI:3649094	Apol11a
MGI:3649097	Gm7986
MGI:2182839	Serpina3h
MGI:3649091	Gm5050
MGI:3649090	Gm4884
MGI:3649093	Gm7106
MGI:5592000	Gm32841
MGI:5591648	Gm32489
MGI:3649099	Gm9284
MGI:3649098	Gm7990
MGI:1925421	4930479H17Rik
MGI:3852449	Vmn1r95
MGI:100720	D2Mit319
MGI:3648539	Prr19
ENSMUSG00000029468	P2rx7
MGI:107562	Arpp21
ENSMUSG00000033852	Gm28042
ENSMUSG00000037393	Nmur2
MGI:2155302	Sec63
ENSMUSG00000054469	Lclat1
MGI:97688	Pmv60
MGI:5562787	Mir7092
MGI:1925424	Cox7b2
MGI:97231	Muc1
ENSMUSG00000029465	Arpc3
MGI:97233	Mup1
MGI:107561	Sema3b
MGI:97235	Mup3
MGI:97234	Mup2
MGI:2147965	AU021864
MGI:97236	Mup4
MGI:97239	Mut
MGI:97238	Murvy
MGI:2147969	AU022788
MGI:1925426	4930471C04Rik
ENSMUSG00000027254	Map1a
ENSMUSG00000027255	Arfgap2
ENSMUSG00000020205	Phlda1
MGI:96180	Hoxa9
MGI:96181	Hoxb
MGI:96182	Hoxb1
MGI:96183	Hoxb2
MGI:96184	Hoxb3
MGI:96185	Hoxb4
MGI:96186	Hoxb5
MGI:96187	Hoxb6
MGI:96188	Hoxb7
MGI:96189	Hoxb8
ENSMUSG00000096348	Gm10666
MGI:1096382	D2Bir28e
MGI:3650574	Gm12495
MGI:3644111	Gm10674
MGI:3644110	Gm16459
MGI:3644117	Gm8745
MGI:3644116	Gm8744
MGI:3644114	Gm6463
ENSMUSG00000036768	Kif15
MGI:2144709	D930048N14Rik
MGI:5593444	Gm34285
ENSMUSG00000068173	Btg1-ps1
MGI:2681124	Urb2
MGI:3782287	Gm4111
MGI:5434293	Gm20937
ENSMUSG00000037577	Ephx3
ENSMUSG00000037570	Mcrs1
MGI:3782283	Gm4107
ENSMUSG00000037572	Wdhd1
ENSMUSG00000037573	Tob1
MGI:3649971	Gm13088
ENSMUSG00000037578	Pkd2l1
ENSMUSG00000037579	Kcnh3
MGI:5594329	Gm35170
MGI:2140467	AU022479
MGI:2140466	AU022252
MGI:3054066	Mdmsc2
MGI:3054067	Mdmsc3
MGI:5011770	Gm19585
ENSMUSG00000004768	Rab23
MGI:3641732	Gm10858
MGI:5593441	Gm34282
MGI:3054068	Mdmsc4
MGI:3051682	Utp14b-ps1
MGI:2140469	AU022680
MGI:5579918	Gm29212
MGI:5012349	Gm20164
MGI:2146707	C79999
MGI:2146701	C78549
MGI:1333855	Atox1
MGI:1333854	Gab2
MGI:1333857	Arhgap31
MGI:1333856	Klf9
MGI:1333850	Mbd4
MGI:1333853	Hs3st3b1
MGI:1333852	Cora1
MGI:1919206	Rnf135
MGI:1919207	Cpsf3l
MGI:1919204	Suds3
MGI:1919205	Ist1
MGI:1919202	2410016O06Rik
MGI:5595782	Gm36623
MGI:1919200	Nanog
MGI:1919201	Gpc2
MGI:99985	DXMit163
MGI:99984	DXMit164
MGI:99987	DXMit161
MGI:99986	DXMit162
MGI:1922602	4930550L24Rik
MGI:2670984	BC048403
MGI:2670985	Ms4a5
ENSMUSG00000020921	Tmem101
ENSMUSG00000071659	Hnrnpul2
ENSMUSG00000071658	Gng3
MGI:3651370	Gm14199
MGI:5010019	Gm17834
MGI:2443561	9630041I06Rik
ENSMUSG00000071653	1810009A15Rik
MGI:1922604	4930554I06Rik
ENSMUSG00000026123	Plekhb2
ENSMUSG00000071650	Ganab
ENSMUSG00000026125	Prss39
ENSMUSG00000026124	Cfc1
ENSMUSG00000071655	Ubxn1
ENSMUSG00000026126	Ptpn18
MGI:3641983	Gm10531
MGI:2139464	C77491
MGI:1927230	Trio
MGI:5592314	Gm33155
ENSMUSG00000060260	Pwwp2b
ENSMUSG00000050625	Ccdc121
MGI:1922607	4930557J02Rik
MGI:3650817	Gm14340
MGI:2447622	Rbm11
ENSMUSG00000024423	Impact
ENSMUSG00000034175	Rhbdd3
MGI:5477345	Gm26851
ENSMUSG00000034177	Rnf43
MGI:5010018	Gm17833
ENSMUSG00000034171	Faah
ENSMUSG00000024420	Zfp521
ENSMUSG00000034173	Zbed5
MGI:91618	D1Mit236
ENSMUSG00000073725	Lmbrd1
MGI:1922476	4930529F21Rik
MGI:1922475	4930543I11Rik
MGI:1922474	4930528J11Rik
MGI:1922473	4930528D03Rik
MGI:1098220	Daq7
MGI:1922471	Dpp3
MGI:1922470	4930535I16Rik
ENSMUSG00000074513	Arfip1
MGI:99057	Xmv11
MGI:3031026	Olfr1192-ps1
ENSMUSG00000074517	Gm10710
MGI:3622649	Sh2d1b2
MGI:3782864	Scgb2b7
MGI:98707	TelXqYq3
MGI:3031021	Olfr1187-ps1
ENSMUSG00000074519	Etohi1
MGI:5590067	Gm30908
MGI:3031020	Olfr1186
MGI:3651372	Gm13720
ENSMUSG00000074405	Zfp865
MGI:2686479	9430088L24Rik
ENSMUSG00000049482	Ctu2
MGI:5594788	Gm35629
MGI:3031023	Olfr1189
ENSMUSG00000060802	B2m
ENSMUSG00000060803	Gstp1
ENSMUSG00000003234	Abcf3
ENSMUSG00000003235	Eif2b5
MGI:5594786	Gm35627
MGI:3031022	Olfr1188
ENSMUSG00000060808	B9d1os
MGI:5594781	Gm35622
MGI:5011774	Gm19589
ENSMUSG00000003233	Dvl3
MGI:5624607	Gm41722
MGI:1096381	Arntl
MGI:2147168	AA408650
MGI:1858259	Tomm40
MGI:1858258	Eif3g
MGI:109558	Terc
MGI:1858255	Naip3-ps3
MGI:1858254	Naip3-ps2
MGI:1858257	Mpp2
MGI:1858256	Naip7
MGI:91613	D1Mit231
MGI:1858253	Naip3-ps1
MGI:5010016	Gm17831
MGI:99329	Iap3rc26
MGI:99328	Iap3rc25
ENSMUSG00000012640	Zfp715
ENSMUSG00000074403	Hist2h3b
MGI:99321	Iap3rc19
MGI:99320	Iap3rc18
MGI:99323	Iap3rc20
MGI:99322	Iap3rc2
MGI:99325	Iap3rc22
MGI:99324	Iap3rc21
MGI:99327	Iap3rc24
MGI:99326	Iap3rc23
MGI:5624206	Gm41321
ENSMUSG00000046378	Asphd1
MGI:89727	D13Mit185
MGI:2156020	Mydgf
MGI:91617	D1Mit235
MGI:5590823	Gm31664
MGI:5011925	Gm19740
MGI:4439655	Gm16731
MGI:4439654	Igkv4-71
MGI:1933331	Elovl4
MGI:5010015	Gm17830
ENSMUSG00000005968	Tuft1
MGI:102766	Pet1
MGI:1918154	4921515G04Rik
ENSMUSG00000049739	Zfp646
MGI:1918156	4921522E08Rik
MGI:1918151	4921524L21Rik
MGI:1918150	4921517D22Rik
MGI:1918152	Lpcat2b
MGI:89723	D13Mit181
ENSMUSG00000049737	Olfr1361
ENSMUSG00000025742	Prps2
ENSMUSG00000049734	Trex1
MGI:98702	Tel9q
MGI:5009816	Gm17740
MGI:3648769	Gm5800
MGI:3648764	Gm6184
ENSMUSG00000042870	Tom1
ENSMUSG00000042873	Lhfpl4
MGI:1270858	Iapls1-48
ENSMUSG00000025745	Hadha
MGI:1346011	B520L19T
MGI:1346010	B40B5T
MGI:1346013	Bves
MGI:3646602	Gm14627
MGI:1346015	B396H6T
MGI:1933833	Nrg4
MGI:1346017	Clpx
MGI:1346016	Arhgef28
MGI:1346019	B546P1T
MGI:1346018	Vax2
