14QII26	SNORD114-26,SNORD114-26
TSHA	CGA,CGA
RNA5SP278	RNA5SP278
CRYMAS1	CRYM-AS1
CRTC1	CRTC1
FDP	OTOR,OTOR
CRTC3	CRTC3
CRTC2	CRTC2
PNMAL2	PNMAL2
RNY1P1	RNY1P1
RNY1P2	RNY1P2
PNMAL1	PNMAL1
RN3	DROSHA,DROSHA
TSHR	TSHR
RNY1P8	RNY1P8
OR2T35	OR2T35
LY86	LY86
SDHAF1	SDHAF1
SDHAF2	SDHAF2
SDHAF3	ACN9
SDHAF4	C6orf57
TWSG1	TWSG1
TTLL10AS1	TTLL10-AS1
AG2S	AGTR1,AGTR1
ARVD	TGFB3,TGFB3
HECH	CBX3,CBX3
MALL	MALL
HECL	CLEC4C,CLEC4C
SMARCAD1	SMARCAD1
HECA	HECA
ARVP	AVP,AVP
GALNACT15	GALNT18,GALNT15,GALNT13,GALNT7
LINC01043	LINC01043
PCH5	TSEN54,TSEN54
EDAG1	HEMGN,HEMGN
RALGPS1	RALGPS1
C21ORF38	C21orf91,C21orf91
LEP9	LCE2A,LCE2A
HEC1	NDC80,NDC80
S14MT	MRPS14,MRPS14,MRPS14
C21ORF39	CHODL-AS1,CHODL-AS1
MAL2	MAL2
MIR522	MIR522
MIRN25	MIR25,MIR25,MIR25
RN7SL217P	RN7SL217P
MIRN21	MIR21,MIR21,MIR21
ARV1	ARV1
PCH4	TSEN54,TSEN54
CMD1JJ	LAMA4,LAMA3,LAMA4
RNH	RNH1,RNH1
RNO	NLRP12,NLRP12
DHRS8	HSD17B11,HSD17B11
RNU669	RNU6-69P,RNU6-69P
GSTIII	MGST3,MGST3
PRTFDC1	PRTFDC1
RNF	TRIM31,TRIM31
CENP27	ANAPC16,ANAPC16
USP17L17	USP17L17
USP17L15	USP17L15
RNX	TLX3,TLX3
USP17L13	USP17L13
RLN3R2	RXFP4,RXFP4
RLN3R1	RXFP3,RXFP3
DHRS7	DHRS7
RNS	FAM20C,FAM20C
AGTR2	AGTR2
AGTR1	AGTR1
NAVBETA4	SCN4B,SCN4B
GGNBP1	GGNBP1
GGNBP2	GGNBP2
PAPD7	PAPD7
UPII	UPK2,UPK2
MYH2B	MYH4,MYH4
PAPD4	PAPD4
ABCC	ABCA3,ABCC1
UPIA	UPK1A,UPK1A
UPIB	UPK1B,UPK1B
ZG14P	ASAP1,ASAP1
CTB49A32	CTB-49A3.2
CD4	CD4
CD5	CD5
CD6	CD6
CD7	CD7
ABCP	ABCG2,ABCG2
CD1	CD1B,CD1C,CD1A
ABCR	ABCA4,ABCA4
NCRNA00113	LINC00113,LINC00113
NCRNA00039	FAM13A-AS1,FAM13A-AS1
TMEFF1	TMEFF1
DHRS1	DHRS1
CD8	CD8A,MAL,CD8A
CD9	CD9
CDY2B	CDY2B
KIR3DL3	KIR3DL3
NUSAP1	NUSAP1
PR52A	PPP2R2A,PPP2R2A
PR52B	PPP2R2B,PPP2R2B
FAM54B	MTFR1L,MTFR1L
FAM54A	MTFR2,MTFR2
AMISYN	STXBP6,STXBP6
CI23KD	NDUFS8,NDUFS8
VPAC1R	VIPR1,VIPR1,VIPR1
SLC2C	SLC4A3,SLC4A3
C112	NPL,NPL
MSV	MOS,MOS
KIR3DL7	KIR3DL3,KIR2DS2,KIR3DL3
RNU6970P	RNU6-970P
CHGB	CHGB
OB1	HOPX,HOPX
CT47B1	CT47B1
BROMI	TBC1D32,TBC1D32
CHGC	SCG2,SCG2
MOM19	TOMM20,TOMM20
IGFL4	IGFL4
MNRR1	CHCHD2,CHCHD2
L1AG	S100A9,S100A8,MIF
HAKAI	CBLL1,CBLL1
OBR	LEPR
OBS	LEP,LEP
OBP	OBP2A,KIF22
SSR28	SSTR3,SSTR3
CDD	SOST,CDA,NPPA
RHEX	C1orf186,C1orf186
CDF	IL6,HGF,LIF
DNHD1L	DNHD1,DNHD1
CDA	CDA
MSN	MSN
CDM	BCAP31,CALD1
RHES	RASD2,RASD2
CDO	CDON,CDON
HDPY30	DPY30,DPY30
HIL3RA	IL3RA,IL3RA
CTB61M72	CTB-61M7.2
MRPS26	MRPS26
ABC7	ABCB7,ABCB7
CDP	CUX1,NPPA
ABC1	HEATR6,ABCA1
ABC2	ABCA2,ABCA2
ABC3	ABCA3,ABCA3
MSK	SIK1,SIK1
RHEB	RHEB
ABC8	ABCG1,ABCG1
CDY	CDY1,CDY2A,CDY1B,CDY2B
POU6F2AS2	POU6F2-AS2
OATL1	TBC1D25,TBC1D25
RN7SL675P	RN7SL675P
CD276	CD276
NPHP6	CEP290,LCA10,CEP290
LEPREL1	LEPREL1
MRPS22	MRPS22
HSAMIR548P	MIR548P,MIR548P
CDHF3	DSC3,DSC1,DSC2,DSC3
SCM1A	XCL1
CADM2AS1	CADM2-AS1
SCM1B	XCL2
DJ54B202	ZNF630,ZNF630
PURGA	PURG,PURG
YME1L	YME1L1,YME1L1
DINE	ECEL1,ECEL1
PURGB	PURG,PURG
AACS	AACS
TPC	CCDC6,SLC25A19
PCDHGAMMAC4	PCDHGC4,PCDHGC4
ADCYAP1R1	ADCYAP1R1
F23858	SUGP1,SUGP1
LINC00958	LINC00958
S100ZETA	S100Z,S100Z
AACT	SERPINA3,SERPINA3
RCD4	CACNA2D4,CACNA2D4
RCD1	KANSL3,RQCD1
DHRSX	DHRSX
RCD3	PDE6H,PDE6H
DXS648E	NOV,RPL10,SNORA70
IL1ALPHA	IL1A,IL1A,IL1A
MSC	MSC
MIR15B	MIR15B
DHRSY	DHRSX,DHRSX
SDCT1	SLC13A2,SLC13A2
SHIP2	INPPL1,INPPL1
SHIP1	INPP5D
SDCT2	SLC13A3,SLC13A3
WVS2	EZH2,EZH1,EZH2
CBLSL	CBLC,CBLC
LEP1	LCE1A,LCE1A
EA21	HLA-E,HLA-E
HFC1	HCFC1,HCFC1
MIRN548H3	MIR548H3,MIR548H3,MIR548H3
MLPH2	MPV17L,MLPH,MPV17L
SPANXB1	SPANXB1
PPNOC	PNOC,PNOC
SPANXB2	SPANXB2
NHEDC2	SLC9B2,SLC9B2
HRS	SRSF5,HARS,ATN1,HGS
SLC36A1	SLC36A1
ZNF850P	ZNF850,ZNF850
CDON1	CDON,CDON
HTTAS	HTT-AS
BA42041	EDEM2,EDEM2
BA364G42	SLITRK5,SLITRK5
LINC01048	LINC01048
M89	ATP6AP2,ATP6AP2
RNU61257P	RNU6-1257P
SLC2A4RG	SLC2A4RG
SOX21AS1	SOX21-AS1
AVRP	AVP,AVP
ABCC8	ABCC8
ABCC9	ABCC9
XLHSRF1	DNAH1,DNAH1
AAC3	SLC25A6,SLC25A6
AAC2	NAT2,SLC25A5
AAC1	NAT1,SLC25A4
ABCC7	CFTR,CFTR
ABCC1	ABCC1
ABCC2	ABCC2
ABCC3	ABCC3
PFD6	PFDN6,PFDN6
MIRLET7D	MIRLET7D
MIRLET7E	MIRLET7E
MIRLET7B	MIRLET7B
DEFB27	DEFB127
ZIR8	DOCK8,DOCK8
4P11	CRYZL1,CRYZL1
PMP3	PEX2,PAF1,PEX2
MIRLET7I	MIRLET7I
W117M	ESAM,ESAM
PFD5	PFDN5,PFDN5
DEFB28	DEFB128
DYX1C1	DYX1C1
BMFS2	ERCC6L2,ERCC6L2
RPL22L1	RPL22L1
NF45	ILF2,ILF2
HRF	TPT1,TPT1
FHH2	GNA11,GNA11,GNA11
TF34	ZNF93,ZNF93
B52	SRSF6,SRSF6
EXLD1	HAPLN3,HAPLN3
RYR3	RYR3
RYR2	RYR2
L12MT	MRPL12,MRPL12
GOLGA1	GOLGA1
GOLGA2	GOLGA2
GOLGA3	GOLGA3
GOLGA4	GOLGA4
GOLGA5	GOLGA5
GOLGA6	GOLGA6A,GOLGA6A
GOLGA7	GOLGA7
MIARAB4B	MIA-RAB4B
HRB	AGFG1,AGFG1
RN7SL375P	RN7SL375P
OSBPL10	OSBPL10
SLCO3A1	SLCO3A1
MAGEB17	MAGEB17
OSBPL11	OSBPL11
B5R	CYB5R3,CYB5R3
ENPP7	ENPP7
ENPP4	ENPP4
FES1	HSPBP1,HSPBP1
ENPP2	ENPP2
ENPP3	ENPP3
ENPP1	ENPP1
ISU2	ISCU,ISCU
PTCH53	PTCHD4,PTCHD4
TTTY3	TTTY3
EPS8R2	EPS8L2,EPS8L2
C20ORF149	PPDPF,PPDPF
CNTNAP	CNTNAP1,CNTNAP1
PTMA	PTMA
TAS2R20	TAS2R20
HSD18	DNAJC15,DNAJC15
MRPL45	MRPL45
ZNF714	ZNF714
SLC2A7	SLC2A7
PP384	C2orf44,C2orf44
ZZEF1	ZZEF1
PTMS	PTMS
PMSCL2	EXOSC10,EXOSC10
FAM197Y1P	FAM197Y1
GABABR2	GABBR2,GABBR2
RNU198P	RNU1-98P
C11ORF9	MYRF,MYRF
LINC01049	LINC01049
SPATS1	SPATS1
HSPK36	NEK3,NEK3
C11ORF8	MPPED2,MPPED2
GAPIII	RASA3,RASA3
HSD13	FANK1,FANK1
S6KDELTA1	RPS6KC1,RPS6KC1
HKNL3	DSN1,DSN1
HKNL1	CASC5,CASC5
HNRNPA1L2	HNRNPA1L2
DNM1	DNM1
MIC1	PDF,GDF15,C18orf8
ERD22	KDELR2,KDELR2
DNM2	DNM2
SPC4	PCSK6,PCSK6
SIDBA3	GLRX5,GLRX5
SPC6	PCSK5,PCSK5
SPC7	PCSK7,CASC5
SPC1	SPCS1,FURIN
SPC2	PCSK2,PCSK2
SPC3	PCSK1,SPCS3
ICT1	ICT1
PRO0633	LAMTOR3,LAMTOR3
TRAP2	PSMD2,RPN1,PSMD2
TRAP3	TRAF2,TRAF2
TRAP1	TRAP1
RPH11	WDR44,WDR44
ARHGEF9	ARHGEF9
PP4R3A	SMEK1
MIR3978	MIR3978
PP4R3B	SMEK2
RPTPRHO	PTPRT,PTPRT
6330408P19RIK	NOS1AP,NOS1AP
ZNF288	ZBTB20,ZBTB20
ZNF289	ARFGAP2,ARFGAP2
ZNF286	ZNF286A,ZNF286A
ZNF287	ZNF287
NKX53	HMX1,HMX1
NKX52	HMX2,HMX2
ZNF282	ZNF282
ZNF283	ZNF283
ZNF280	ZNF280A,ZNF280A
ZNF281	ZNF281
PLPPR4	LPPR4
PLPPR5	LPPR5
AGXT2L2	PHYKPL,PHYKPL
PLPPR1	PRG3,LPPR1
PLPPR2	PRG4
PLPPR3	LPPR3,PRG2
TRAPG	SSR3,SSR3
TRAPD	SSR4,SSR4
BA49G101	BPIFA2,BPIFA2
TRAPB	SSR2,SSR2
TRAPA	SSR1,SSR1
TCEB3CL2	TCEB3CL2
RFXAP	RFXAP
MIR5047	MIR5047
LPFS1	ITK,ITK
OR11298	OR8G5,OR8G5
RNU61094P	RNU6-1094P
RP11363D14	ARID5A,ARID5A
CSDH	SDSL,SDSL
RNU6429P	RNU6-429P
SPCA	F7,F7
DNMT	DNMT1,DNMT1
VROAC	TRPV4,TRPV4
MIR199A2HG	DNM3OS,DNM3OS
SNORD19B	SNORD19B
DJ323P242	SPIN2B,SPIN2B,SPIN2B
DJ196E232	HTATSF1,HTATSF1
C9ORF57	C9orf57
RAD23B	RAD23B
HSAMIR1299	MIR1299,MIR1299
RAD23A	RAD23A
HSAMIR1294	MIR1294,MIR1294,MIR1294
IFNAR	IFNAR1,AVP,IFNAR1
HSAMIR1296	MIR1296,MIR1296,MIR1296
SLC6A19	SLC6A19
HSAMIR1290	MIR1290,MIR1290
HSAMIR1291	MIR129-1,MIR129-1,MIR129-1
HSAMIR1292	MIR1292,MIR1292,MIR1292
HSAMIR1293	MIR1293,MIR1293,MIR1293
NR1F2	RORB,RORB
NR1F3	RORC,RORC
NR1F1	RORA,ROR1,ROR2,RORA
PRMT1	PRMT1
MIR4499	MIR4499
OXCT1AS1	OXCT1-AS1
MIR4494	MIR4494
E4TF1A	GABPA,GABPA
E4TF1B	GABPB2,GABPB1
MIR4497	MIR4497
HVAM6P	VPS39,VPS39
NUP43	NUP43
MIR4492	MIR4492
MIR4493	MIR4493
PTPBR7	PTPRR,PTPRQ,PTPRR
MIRN1382	MIR138-2,MIR138-2,MIR138-2
C20ORF201	C20orf201
L10MT	MRPL10,MRPL10,MRPL10
SLC6A18	SLC6A18
C20ORF200	C20orf166-AS1,C20orf166-AS1
RNU61316P	RNU6-1316P
SACM1L	SACM1L
BA2K173	MEIG1,MEIG1
TBC1D3I	TBC1D3B,TBC1D3B
PR4H	PRPF4B,PRPF4B
TRICKB	TNFRSF10B,TNFRSF10B
RCOR3	RCOR3
FAM220A	FAM220A
PR47	MAGI2-IT1,MAGI2-IT1,MAGI2-IT1
CKAP2L	CKAP2L
H2B1B	HIST1H2BD,HIST1H2BD
CST11	CST11
PR48	PPP2R3B,PPP2R3B
H2B1A	HIST1H2BG,HIST1H2BG
CST14	CORT,CORT
CST17	CORT,CORT
RNU698P	RNU6-98P
OGH1	OGG1,OGG1
RPC62	POLR3C,POLR3C
SPURT	BPIFA1,BPIFA1
RNU636P	RNU6-36P
LINC00063	SNHG10,SNHG10
PIG27	DNAL4,DNAL4
HSAMIR12852	MIR1285-2,MIR1285-2
IFNA8	IFNA8
LINC00067	MIMT1,MIMT1
LINC00066	MIAT,MIAT
LINC00065	HAR1B,HAR1B
LINC00064	HAR1A,HAR1A
FAM211B	FAM211B
IFNA2	IFNA2
IFNA1	IFNA1
IFNA7	IFNA7
IFNA6	IFNA6
TRA210	CD46,CD46
IFNA4	IFNA4
ABP130	SEC31A,SEC31A
RB18A	MED1,MED1
RNU6873P	RNU6-873P
TIMM23	TIMM23
TIMM22	TIMM22
TIMM21	TIMM21
IGKV3OR2268A	IGKV3OR2-268
PRO2801	ERMAP,ERMAP
ATPBD4	DPH6,DPH6
HUKIII	KCNA3,KCNA3
ACBD4	ACBD4
SPCS4A	SEC11A,SEC11A
RNU6152P	RNU6-152P
JPHL1	JPH4,JPH4
T2R16	TAS2R16,TAS2R16
CRYAB	CRYAB
MINA	MINA
CRYAA	CRYAA
CALN2	CABP7,CABP7
STRA14	BHLHE40,DEC1,STRA13,BHLHE40
STRA13	STRA13
PCCP1	CDYL2,CDYL2
RNU6473P	RNU6-473P
ELF1	ELF1
ELF3	ELF3
ELF2	ELF2
ELF5	ELF5
ELF4	ELF4
C21ORF125	LINC00319,LINC00319
TCONS_00025127	LINC01028,LINC01028
ZRSR1	ZRSR1
ZRSR2	ZRSR2
MIR3148	MIR3148
LDHX	LDHC,LDHC
PSGL1	SELPLG
UPK3A	UPK3A
MIR3143	MIR3143
LYC1	LYZL6,LYZL6
LYC2	LYZL1,LYZL1
LYC3	SPACA3,SPACA3
LYC4	LYZL4,LYZL4
LYC5	SPACA5,SPACA5
MIR3145	MIR3145
OST226OR9A	OR1Q1,OR1Q1
LDHL	LDHAL6B,LDHAL6B
LDHM	LDHA,LDHA
LDHH	LDHB,LDHB,LDHB
PIG29	FOXM1,MPP2,MPP2,FOXM1
LDHD	LDHD
AKAP450	AKAP9,AKAP9,AKAP9
GMPR1	GMPR
AMELY	AMELY
C19ORF75	SIGLECL1,SIGLECL1
LDHA	LDHA
LDHB	LDHB
TNDM	DMTN
TGFR3L	TGFBR3L,TGFBR3L
SNU71	RBM25,RBM25
EHHADHAS1	EHHADH-AS1
RNU6640P	RNU6-640P
BXMAS210	GLYATL2,GLYATL2
SLFN10	SLFN13,SLFN13
ZC3HDC11A	ZC3H11A,ZC3H11A
LDH3	LDHC,LDHC
FP585	ETFB,MADD,ETFB
CFL2	CFL2
CFL1	CFL1
SIGLEC5	SIGLEC5
SLFN13	SLFN13
MAQ1	HEXIM1,CLP1,HEXIM1
3HAO	HAAO,HAAO
PLEKHG2	PLEKHG2
AURKBSV1	AURKB,AIM1,AIM1,AURKB
AURKBSV2	AURKB,AIM1,AIM1,AURKB
PLEKHG1	PLEKHG1
ZNF912	PLAG1,PLAG1
ZNF913	ZBTB11,ZBTB11
ZNF910	PRDM7,PRDM7
ZNF911	ZFY,ZFY
MTS2	CDKN2B,CDKN2B
MTS1	S100A4,CDKN2A
ZNF918	ZBTB34,ZBTB34
FOLR1	FOLR1
7A5	MACC1,MACC1
FOLR2	FOLR2
AROS29	TMEM161A,TMEM161A
AIP	AIP
SERPINH2	SERPINH1,SERPINH1
SERPINH1	SERPINH1
FOLR3	FOLR3
CRYA2	CRYAB,CRYAB
ELFT	FUT4,FUT4
CRYA1	CRYAA,CRYAA
PRO827	ITGA10,ITGA10
RNF15	TRIM38,TRIM38
RNF16	TRIM17,TRIM17
RNF17	RNF17
RNF10	RNF10
HGLE1	GLE1,GLE1
C6ORF123	C6orf123
RNF13	RNF13
RNU6995P	RNU6-995P
OFOXD	ALKBH5,ALKBH5
RNF18	TRIM49,TRIM49
HB58	VPS26A,VPS26A
RAP55	LSM14A,LSM14A
MIRNLET7C	MIRLET7C,MIRLET7C
RNU6ATAC3P	RNU6ATAC3P
FP634	FOXRED1,FOXRED1
FP630	GTF2IRD2,GTF2IRD2
FP633	COL21A1,COL21A1
RN7SKP44	RN7SKP44
HMG1L2	HDGF,HDGF
RNU6145P	RNU6-145P
EHMT2AS1	EHMT2-AS1
CAMK1	CAMK1
SIMPL	IRAK1BP1,IRAK1BP1
ABHD14AACY1	ABHD14A-ACY1
CAMK2	CAMK2B,CAMK2B
MSSE	TGFBR1,TGFBR1
CAMK4	CAMK4
EFG2MT	GFM2,GFM2
AIR	AIRN,AIRN
2HPCL	HACL1,HACL1
HMGCLL1	HMGCLL1
IQCA1	IQCA1
MSSP	RBMS1,RBMS1
RN7SL856P	RN7SL856P
DNAJ26	GAK,GAK
FOXQ1	FOXQ1
PRTPHN1	PLEKHG4,PLEKHG4
HSNOV1	SLC35F2,SLC35F2
MIR411	MIR411
CAMKP	PPM1F,PPM1F
FAM90A26	FAM90A26
BA327E23	CDH23-AS1,CDH23-AS1
CAMKV	CAMKV
CAMKI	CAMK1,CAMK1
CAMKK	CAMKK2,CAMKK2
PEMPT	PEMT,PNMT,PEMT
PRO1598	RELN,RELN
CAMKA	CAMK2A,CAMK2A
PCAT12	CDKN2B-AS1,CDKN2B-AS1
CAMKB	CAMK2B,CAMK2B
CAMKD	CAMK2D,CAMK2D
CAMKG	CAMK2G,CAMK2G
PRP6	PRPF6,PRPF6
YMO1	EPB41L5,EPB41L5
COL7A1	COL7A1
ARFRP2	ARL15,ARL15
FAM187B	FAM187B
FAM183A	FAM183A
ARFRP1	ARFRP1
PIERCE1	C9orf116,C9orf116
CAMKIV	CAMK4,CAMK4
CAMKII	CAMK2G,CAMK2G
LDLRAD4AS1	LDLRAD4-AS1
DUBR	LINC00883
MURF2	TRIM55,TRIM63
BHLHA48	SCXA,SCXB
CAMKID	CAMK1D,CAMK1,CAMK1D
PRP3	PRPF3,PRPF3
HLC8	C17orf80,C17orf80
HPH3	EGLN2,PHC3
C20ORF65	GTSF1L,GTSF1L
HL9	LILRB3,LILRA6,LILRB3
HLC1	NDUFC2,NDUFC2
HL6	TM4SF1,TM4SF1
HLC3	SLC4A1AP,SLC4A1AP
HL3	DYNC1H1,DYNC1H1
HL2	ITLN2,ASGR2,DNAH6
HL1	ASGR1,ITLN1,DNAH5
HLC6	SPAG9
MPR1	IGF2R,M6PR,IGF2R
CXORF40A	CXorf40A
CXORF40B	CXorf40B
CIAT	SCN8A,SCN8A
TJ6	ATP6V0A2,ATP6V0A2
U5100KD	DDX23,DDX23
TMIGD	TMIGD1,TMIGD1
RNU444P	RNU4-44P
RNU6303P	RNU6-303P
RNU6973P	RNU6-973P
NYCO31	NOXA1,NOXA1
HUGBR2	UGT1A4,UGT1A4
HUGBR1	UGT1A1,UGT1A1
TM30NM	TPM3,TPM3
HRH4	HRH4
HRH2	HRH2
HRH3	HRH3
RN7SKP43	RN7SKP43
HRH1	HRH1
CAXIII	CA13,CA13
RRGTPBP	RAB38,RAB38
PRP9	SF3A3,SF3A3
C20ORF63	DEFB118,DEFB118
DJ1013A101	PRPF4B,PRPF4B
DJ1013A103	ECI2,ECI2
DJ1013A105	C6orf201,C6orf201
TPRC	PRCC,PRCC
TPRN	TPRN
AII	NLRP3,AVP,NLRP3
NFIRED	NFIB,NFIB,NFIB,NFIB
TPRH	TPH1,TPH1
RNU6238P	RNU6-238P
COL4A6	COL4A6
COL4A5	COL4A5
COL4A4	COL4A4
COL4A3	COL4A3
COL4A2	COL4A2
COL4A1	COL4A1
RNU6ATAC11P	RNU6ATAC11P
RNY4P26	RNY4P26
TPRX	TPRX1,TPRX1
ZNF891	ZNF891
MPRA	PAQR7,PAQR7
MPRB	PAQR8,PAQR8
GMIP	GMIP
HLX	HLX
MPRI	IGF2R,M6PR,IGF2R
HLCS	HLCS
RNU6338P	RNU6-338P
HLS	HYLS1,HYLS1
NDUFA4P1	NDUFA4
HLP	CYP3A4,SKIV2L,HAP1,GZMB
DEFCAPLS	NLRP1,NLRP1
HLN	GNPDA1,GPI,GNPDA1
HLM	OSBP2,OSBP2
PL5283	C7orf73,C7orf73
TMABADH	ALDH9A1,ALDH9A1
HLF	HLF
HLE	ELANE,ELANE
RPNII	RPN2
HLCD	IFIH1,IFIH1
RITA	C12orf52,ZNF331
KFSL	GDF6,GDF6
PRO0310P1	NUSAP1,NUSAP1
SNORA22A	SNORA22,SNORA22
UBH1	USP12
PDI2	PADI2,PADI2
PDI1	PADI1,PADI1
VTI1RP2	VTI1A
PDI5	PADI4,PADI4
MDABF1	ERBB3,ERBB3,ERBB3
ED2	GJB6,GJB6
ED3	EDARADD,EDAR
ED1	EDA,EDA
ED4	PVRL1
ED5	EDAR,EDAR
HYD	UBR5,UBR5
TMPRSS11B	TMPRSS11B
D21S21	TFF1,TFF1
TMPRSS11D	TMPRSS11D
TMPRSS11E	TMPRSS11E
TMPRSS11F	TMPRSS11F
SNAP47AS1	SNAP47-AS1
PSR1	CTDSPL,CTDSPL
ALPHAMPP	PMPCA,INPP5E,PMPCA
BA613M103	TOMM5,TOMM5
9F	FAM50A,FAM50A
THYP	LMBR1,LSS,LMBR1
CEASE	CEL,FAP,LIPA,CEL
SNORD11629	SNORD116-29
USH3AL1	CLRN3,CLRN3
HYI	HYI
SNORD11624	SNORD116-24
SNORD11625	SNORD116-25
PAPA1	GLI3,INO80B
SNORD11627	SNORD116-27
SCAMC3	SLC25A23,APC2,SLC25A23
SAST	MAST1,OLAH
SCAMC1	SLC25A24,SLC25A24
SNORD11623	SNORD116-23
NAGCT2	GCNT1,GCNT1
NAGCT1	GCNT2,GCNT2
ESSPL	PRSS48,PRSS48
IPLA2ZETA	PNPLA2,PNPLA2
C44A	LYPD3,LYPD3
KPC1	RNF123,RNF123
COX4I2	COX4I2
COX4I1	COX4I1
TMEM212	TMEM212
SMALED2	BICD2,BICD2
SMALED1	DYNC1H1,DYNC1H1
EDB	VAMP8,FN1
15LOX2	ALOX15B,ALOX15B
15LOX1	ALOX15
EDA	EDA
EDF	INHBA,IL5
5HT1DBETA	HTR1B,HTR1B
EDD	UBR5,UBR5
HETBRLP	GPR37,GPR37
PDIR	PDIA5,PDIA2
EDH	GJB6,GJB6
PDIP	PDIA2,PDIA2
EDN	RNASE2,RNASE2
HLPR	PTPRA,PTPRA
EDL	LIPG,LIPG
CCDC111	PRIMPOL,PRIMPOL
0710008D09RIK	UQCR11,UQCR11
DSCD75	THEM6,THEM6
FODH	PORCN,PORCN
TMEM211	TMEM211
ZNF561AS1	C19orf82
5730408C10RIK	RNF167,RNF167
RN5S224	RNA5SP224,RNA5SP224
CMYB_CDS	MYB,MYB
IPO11	IPO11
IPO12	TNPO3,TNPO3
CBLB	CBLB
IGKV3D15	IGKV3D-15
RN5S223	RNA5SP223,RNA5SP223
IGKV3D11	IGKV3D-11
OR51G3P	OR51G1,OR51G1
FILIP	FILIP1,FILIP1
RN7SKP138	RN7SKP138
NAG14	LRRC4,LRRC4
RN5S271	RNA5SP271,RNA5SP271
2C18	AP1AR,AP1AR
DDX19DDX19L	DDX19A,DDX19A
RN7SKP130	RN7SKP130
CBLG	MTR,MTR
ZNF780B	ZNF780B
RN7SKP133	RN7SKP133
CNIII	NT5C3A,POMP,NT5C3A
RN7SKP135	RN7SKP135
RN7SKP136	RN7SKP136
LINC00578	LINC00578
FRG1	FRG1
LINC01079	LINC01079
FRG2	FRG2
CBLE	MTRR,MTRR
12RLOX	ALOX12B,ALOX12B
FAM7C1	ULK4,ULK4
LINC01071	LINC01071
CGP39	CHI3L1,CHI3L1
LINC01077	LINC01077
LINC01076	LINC01076
LINC01075	LINC01075
LINC01074	LINC01074
C21ORF21	LINC00111,LINC00111
YVTM2421	FNDC3B,FNDC3B
C21ORF23	LINC00113,LINC00113
PRO1837	PNP,PNP
C21ORF25	C2CD2,C2CD2
COXPD9	MRPL3,MRPL3
C21ORF27	SETD4,SETD4
LYDG10	C19orf53,C19orf53
COXPD4	TUFM,TUFM
COXPD5	MRPS22,MRPS22,MRPS22
COXPD6	AIFM1,AIFM1
COXPD7	C12orf65,C12orf65
COXPD1	GFM1,GFM1
COXPD2	MRPS16,MRPS16,MRPS16
NCRNA00001	XIST,XIST
NCRNA00003	ATXN8OS,ATXN8OS
NCRNA00004	BCYRN1,BCYRN1
NCRNA00005	RFPL3S,RFPL3S
NCRNA00006	RFPL1S,RFPL1S
NCRNA00008	H19,H19
WDVCF	GNB1L,GNB1L
GPR158L	GPR179,GPR179
THUMPD3	THUMPD3
TFIIIC263	GTF3C5,GTF3C5
MCF2LAS1	MCF2L-AS1
DFFRY	USP9Y,USP9Y
DFFRX	USP9X,USP9X
ICIS	MTUS1,MTUS2
MAP126	SPAG5,SPAG5
SSH2	SSH2
RN7SL783P	RN7SL783P
HOXAAS3	HOXA-AS3
DJ1033B1015	HCG24,HCG24
LRGUK	LRGUK
FCB6	CD1A,CD1A
PXDNL	PXDNL
OR5P3	OR5P3
TOR2A	TOR2A
TMEM215	TMEM215
A1S9T	UBA1,UBA1
CREBBP	CREBBP
MB67	NR1I3,NR1I3
ATP6V0E1	ATP6V0E1
ATP6V0E2	ATP6V0E2
HOXAAS2	HOXA-AS2
FAM193B	FAM193B
FLB1	SKP2,SKP2
U2AF35	U2AF1,U2AF1
PEE5	CORIN,LRP4,CORIN
XPNPEPL	XPNPEP1,XPNPEP1
LFA1	ITGB2,ITGAL
RNY4P28	RNY4P28
HOBPIIA	OBP2A,OBP2A
CGI19	SLC35B3,SLC35B3
MIRN892B	MIR892B,MIR892B
MFDGA	EFTUD2,EFTUD2
VASCULIN	GPBP1,GPBP1
GDCA	GNAT3,GNAT3
PHA2D	KLHL3,KLHL3
LP2537	GNPTG,GNPTG
DFNA2A	KCNQ4,KCNQ4
IBM3	MYH2,MYPOP,MYH2
DFNA2B	GJB3,GJB3
DPDE2	PDE4A,PDE4A
DPDE3	PDE4D,PDE4D
SIX6	SIX6
DPDE1	PDE4C,PDE4C
XRP2	RP2,RP2
SIX1	SIX1
DPDE4	PDE4B,PDE4B
SIX3	SIX3
HGTDP	FAM162A,FAM162A
LINC00308	LINC00308
LINC00309	LINC00309
PLCZ1	PLCZ1
LINC00302	LINC00302
LINC00303	LINC00303
LINC00301	LINC00301
KNDC1	KNDC1
LINC00307	LINC00307
LINC00304	LINC00304
LINC00305	LINC00305
14QII30	SNORD114-30,SNORD114-30
ZFP496	ZNF496,ZNF496
CYP4B1	CYP4B1
DFNA25	SLC17A8,SLC17A8
DFNA26	ACTG1,ACTG1
DFNA20	ACTG1,ACTG1
DFNA23	SIX1,SIX1
DFNA22	MYO6,MYO6
BCLF1	TSN,TSN
DFNA28	GRHL2,GRHL2
BA98I92	PNISR,PNISR
PNAS135	LSM12,LSM12
DJ364I11	GNG5P2,GNG5P2
P3H2AS1	LEPREL1-AS1
MIR381	MIR381
MIR380	MIR380
MIR383	MIR383
LQFBS1	PRRC2B,PRRC2B
UK114	HRSP12
