RNF14	Rnf14
SLC38A2	Slc38a2
MDFIC	Mdfic
SLC38A9	Slc38a9
SLC38A8	Slc38a8
STK3	Stk3
STK4	Stk4
CSF3R	Csf3r
OCA2	Oca2
CXCL11	Cxcl11
CXCL10	Cxcl10
CXCL13	Cxcl13
CXCL12	Cxcl12
CXCL14	Cxcl14
CXCL17	Cxcl17
CXCL16	Cxcl16
RAPGEF4	Rapgef4
UBE4A	Ube4a
OR13C7	Olfr157
TSGA10	Tsga10
OR13C3	Olfr273
HCN1	Hcn1
HCN3	Hcn3
HCN2	Hcn2
OR13C8	Olfr272
CHKBCPT1B	Chkb
RNU61038P	Gm24707,Gm26055
SNRNP27	Snrnp27
USP35	Usp35
NTN1	Ntn1
TATDN3	Tatdn3
YBX1	Ybx1
YBX3	Ybx3
RLN1	Rln1
TTC5	Ttc5
MED10	Med10
PRKD2	Prkd2
RLN2	Rln1
JAM2	Jam2
ERVW1	Gm27179,Syna,Synb
LRIT3	Lrit3
SERF1A	Serf1
LRIT1	Lrit1
RNU6157P	Gm22961
C3ORF20	4930590J08Rik
C3ORF22	BC048671
RNA5SP178	Gm22624,Gm22832,Gm23052,Gm23770,Gm23863,Gm23900,Gm24250,Gm24828,Gm25359,Gm25729,n-R5s79
GOLGA7B	Golga7b
PTGDR	Ptgdr
PTGDS	Ptgds
STIP1	Stip1
WDR11	Wdr11
RNA5SP171	Gm24217,Gm24876
RNA5SP172	Gm25974
NKG7	Nkg7
CHIC2	Chic2
MED11	Med11
PTAR1	Ptar1
CHIC1	Chic1
TTC3	Ttc3
DRP2	Drp2
SGK3	Sgk3
RAB3GAP1	Rab3gap1
PEPD	Pepd
UACA	Uaca
TBC1D23	Tbc1d23
CDC25C	Cdc25c
TBC1D21	Tbc1d21
ANKS3	Anks3
DGCR6L	Dgcr6
RNU6411P	Gm23970
ANKS6	Anks6
CDC25B	Cdc25b
TNFRSF4	Tnfrsf4
TMEM67	Tmem67
MED12	Med12
FKBP15	Fkbp15
TBC1D2B	Tbc1d2b
SARM1	Sarm1
FUNDC1	Fundc1
GUCY2D	Gucy2e
GUCY2F	Gucy2f
SENP8	Senp8
SENP7	Senp7
FIBCD1	Fibcd1
SENP5	Senp5
SENP3	Senp3
SENP2	Senp2
SENP1	Senp1
SAMM50	Samm50
SNPH	Snph
PLA1A	Pla1a
ING4	Ing4
ING5	Ing5
RNF40	Rnf40
ING1	Ing1
ING2	Ing2
ING3	Ing3
ZBTB42	Zbtb42
NOTUM	Notum
CEP170B	Cep170b
VASH1	Vash1
TMPRSS13	Tmprss13
SLC35G5	Slc35g3
OR10H5	Gm4461,Olfr239,Olfr55
INS	Ins1,Ins2
OR8G5	Olfr44,Olfr937,Olfr945
WDFY4	Wdfy4
WDFY3	Wdfy3
WDFY2	Wdfy2
RNU6346P	Gm22381
RN7SKP181	Gm24930
GFPT1	Gfpt1
GFPT2	Gfpt2
ECHDC3	Echdc3
ECHDC2	Echdc2
ECHDC1	Echdc1
DAG1	Dag1
RNU61258P	Gm26355
ACP5	Acp5
ACP6	Acp6
ACP7	Acp7
RNU61189P	Gm22828
ACP1	Acp1
ACP2	Acp2
SNIP1	Snip1
GLA	Gla
USP36	Usp36
SLC2A14	Slc2a3
SLC2A13	Slc2a13
SDCCAG3	Sdccag3
CCT8L2	Cct8l1
SLC2A10	Slc2a10
ANKRD35	Ankrd35
ANKRD36	Ankrd26
ANKRD37	Ankrd37
ANKRD31	Ankrd31
ANKRD33	Ankrd33
GLS	Gls
ANKRD39	Ankrd39
CDIPT	Cdipt
NCOA2	Ncoa2
NCOA3	Ncoa3
TMEM71	Tmem71
NCOA1	Ncoa1
BSX	Bsx
NCOA7	Ncoa7
NCOA4	Gm6768,Ncoa4
NCOA5	Ncoa5
PRAME	Pramef12
TMEM18	Tmem18
RP1112J103	Mettl10
NT5C3A	Nt5c3
NT5C3B	Nt5c3b
BSN	Bsn
CISH	Cish
LCOR	Gm340
MECR	Mecr
BSG	Bsg
FASAS1	Gm27818
NSFL1C	Nsfl1c
P4HTM	P4htm
RIF1	Rif1
SUPT4H1	Supt4a
MPG	Mpg
TRBV123	Trbv15
GSG2	Gsg2
GSG1	Gsg1
KDSR	Kdsr
RP1302G25	Gm7325
PRDM15	Prdm15
MED17	Med17
RNU6110P	Gm22062,Gm24267
SLC27A5	Slc27a5
LRIG3	Lrig3
RNU6132P	Gm26164
PRAM1	Pram1
SORT1	Sort1
SLC27A3	Slc27a3
PRDM13	Prdm13
ACPT	Acpt
RP51028K73	Krt222
AK9	Ak9
AK8	Ak8
ACPP	Acpp
AK3	Ak3
AK2	Ak2
AK1	Ak1
PRDM11	Prdm11
AK7	Ak7
TBCB	Tbcb
AK5	Ak5
AK4	Ak4
NPNT	Npnt
RAC1	Rac1
OXTR	Oxtr
MME	Mme
MMD	Mmd
CDIP1	Cdip1
MPL	Mpl
PABPN1	Pabpn1
PPM1B	Ppm1b
NCKAP1L	Nckap1l
ACTBL2	Actbl2
UGT2B7	Ugt2b1,Ugt2b34,Ugt2b35,Ugt2b36,Ugt2b37,Ugt2b38,Ugt2b5
HNF4A	Hnf4a
OR1N1	Olfr351,Olfr353
WDR83	Wdr83
TREH	Treh
GEN1	Gen1
ZNF496	Zkscan17
ERF	Erf
ERG	Erg
ZNF493	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
CBLL1	Cbll1
EPS8	Eps8
SH2D3C	Sh2d3c
MACC1	Macc1
RRP8	Rrp8
ERH	Erh
PARM1	Parm1
RP11219A151	4930430A15Rik,4930467E23Rik,4931423N10Rik,A26c2,Ankrd36,Gm15319,Gm1758,Gm21119,Gm7697,Gm9495,Poteg,RP23-202K1.1,RP24-344F2.1
USP37	Usp37
HERPUD2	Herpud2
HERPUD1	Herpud1
RP11569D95	4932443I19Rik
RGAG1	Rgag1
WDR89	Wdr89
TMEM55A	Tmem55a
TMEM55B	Tmem55b
MTTP	Mttp
RRP9	Rrp9
SNCB	Sncb
FCGRT	Fcgrt
TRA2A	Tra2a
SNORA84	Gm23513,Gm25394,Gm25989
SEZ6L	Sez6l
SIM2	Sim2
RNU6982P	Gm24131
KIAA0141	0610009O20Rik
MDC1	Mdc1
FBN2	Fbn2
SIM1	Sim1
NCR1	Ncr1
FBN1	Fbn1
RNU6330P	Gm23038
RNF126	Rnf126
ZNF101	Gm20422,Zfp866,Zfp868,Zfp869,Zfp961,Zfp963,Zfp964
BRMS1L	Brms1l
MEX3D	Mex3d
MEX3B	Mex3b
MEX3C	Mex3c
MEX3A	Mex3a
LACTB2	Lactb2
AOAH	Aoah
MTURN	Mturn
RNU61117P	Gm25664
C3AR1	C3ar1
BTRC	Btrc
BAAT	Baat
IL17RB	Il17rb
ITLN1	Itln1
SCN1B	Scn1b
RNF121	Rnf121
PET100	Pet100
SCN1A	Scn1a
PPM1N	Ppm1n
EEPD1	Eepd1
SFTPD	Sftpd
STXBP5L	Stxbp5l
FRYL	Fryl
DEXI	Dexi
RP11411B66	Gm20538,Ndufb8
FUOM	Fuom
IDI1	Idi1
IDI2	Gm9745,Idi2
IPMK	Ipmk
KDM1B	Kdm1b
IMPDH1	Impdh1
ZNF665	Zfp160
SCRT1	Scrt1
IMPDH2	Impdh2
SCRT2	Scrt2
NECAP1	Necap1
FEZF1	Fezf1
TMEM185A	Tmem185a
MAP9	Map9
INHBE	Inhbe
UBXN10	Ubxn10
UBXN11	Ubxn11
AC0969491	Agl
DNTTIP2	Dnttip2
UBLCP1	Ublcp1
PEA15	Pea15a
SNORD12C	Gm25878
SNORD12B	Gm23201,Gm24123
PRAMEF20	Pramef12
PRAMEF27	Pramef12
POTEM	Ankrd26
PRAMEF25	Pramef12
UBE4B	Ube4b
ANKRD36C	Ankrd26
ANKRD36B	Ankrd26
MTMR9	Mtmr9
FEZF2	Fezf2
MTMR7	Mtmr7
MTMR6	Mtmr6
MTMR4	Mtmr4
MTMR3	Mtmr3
LAP3	Lap3
MTMR1	Mtmr1
RNU61040P	Gm24263
CTD3222D192	Med26
NAAA	Naaa
NR3C2	Nr3c2
TSC22D3	Tsc22d3
TSC22D2	Tsc22d2
TSC22D4	Tsc22d4
C9ORF172	Gm996
IZUMO1R	Izumo1r
FCHSD1	Fchsd1
FCHSD2	Fchsd2
TRAV131	Trav10,Trav10d,Trav10n,Trav5-1,Trav5-4,Trav5d-4,Trav5n-4
SV2A	Sv2a
SNORD123	Snord123
SNORD127	Gm25970
SNORD125	Gm24958
KIAA1161	AI464131
RN7SKP219	Gm26185
YIPF5	Yipf5
VAT1	Vat1
RAB33B	Rab33b
OR1S1	Olfr1496
AJUBA	Ajuba
HIGD2B	Higd2a
ZG16B	Sbp,Sbpl
RN7SKP214	Gm23250
SCIMP	Scimp
UBA52	Gm11808,Uba52
DND1	Dnd1
PLCE1	Plce1
NUMBL	Numbl
CD2BP2	Cd2bp2
MESDC2	Mesdc2
NOBOX	Nobox
SPACA7	Spaca7
THEM4	Them4
GRASP	Grasp
EXOSC8	Exosc8
EXOSC9	Exosc9
BCKDK	Bckdk
MUC5B	Muc5b
EXOSC2	Exosc2
EXOSC3	Exosc3
EXOSC1	Exosc1
EXOSC6	Exosc6
EXOSC7	Exosc7
EXOSC4	Exosc4
EXOSC5	Exosc5
ADAMTSL2	Adamtsl2
ADAMTSL3	Adamtsl3
PTGER2	Ptger2
ADAMTSL1	Adamtsl1
ADAMTSL4	Adamtsl4
ADAMTSL5	Adamtsl5
TULP2	Tulp2
TULP3	Tulp3
CYB561	Cyb561
TULP1	Tulp1
AC0253351	Chd3os
NCOR2	Ncor2
DISC1	Disc1
NID1	Nid1
NMBR	Nmbr
IGHV335	Ighv5-12-4
TLDC1	Tldc1
OR5B3	Olfr1442,Olfr1443,Olfr1446,Olfr1447,Olfr1452-ps1,Olfr1453,Olfr1454,Olfr1457,Olfr1458,Olfr1459,Olfr1461,Olfr1462,Olfr1463,Olfr1464-ps1,Olfr1465,Olfr1466,Olfr1467,Olfr1469
OR5B2	Olfr1451
RD3	Rd3
RP11166N63	Clrn1
KPNA2	Gm10184,Kpna2
CTD2278I106	Babam1
SPACA1	Spaca1
FARP2	Farp2
KPNA1	Kpna1
UPF1	Upf1
FARP1	Farp1
BST2	Bst2
KIAA0895L	4931428F04Rik
RNU6368P	Gm24121
BTG4	Btg4
MBNL1	Mbnl1
SLC45A4	Slc45a4
FCER1A	Fcer1a
CRYBB2	Crybb2
RP11638I81	Gm11985
BTG1	Btg1-ps1,Btg1-ps2
OR2A12	Olfr446
OR2A14	Olfr237-ps1,Olfr441,Olfr444
SNAP47	Snap47
DEPDC1	Depdc1a
DEPDC7	Depdc7
PCDH19	Pcdh19
DEPDC5	Depdc5
SPRY4IT1_1	Gm27369
USP44	Usp44
SPRY4IT1_2	Gm27804
TEC	Tec
RNU6273P	Gm23197,Gm26257
PSMB11	Psmb11
IFT43	Ift43
PAOX	Paox
SCYL2	Scyl2
SCYL3	Scyl3
SCYL1	Scyl1
STXBP1	Stxbp1
RP4614O411	Eif6
STXBP2	Stxbp2
STXBP5	Stxbp5
STXBP4	Stxbp4
SMAP1	Smap1
PDE12	Pde12
TRAF6	Traf6
OSTM1	Ostm1
CYP1B1	Cyp1b1
DAW1	Daw1
SKP1	Skp1a
S1PR3	S1pr3
OR4D1	Olfr464
OR4D2	Olfr462,Olfr463
NOC2L	Noc2l
TMEM200A	Tmem200a
CTD2561J223	Gm10037,Gm26965,Gm28041,Gm28044,Gm9894,Rsl1,Rslcan18,Zfp429,Zfp455,Zfp456,Zfp459,Zfp874a,Zfp874b,Zfp953
CRYBG3	Crybg3
S1PR4	S1pr4
FANCG	Fancg
CFLAR	Cflar
FANCE	Fance
RNU6613P	Gm22779,Gm24582,Gm24602,Gm25716,Gm27942
FANCC	Fancc
FANCB	Fancb
FANCA	Fanca
ENY2	Eny2
CCZ1	Ccz1
FANCM	Fancm
FANCL	Fancl
HAS1	Has1
FANCI	Fanci
GPN2	Gpn2
CA5B	Car5b
CA5A	Car5a
KIAA1671	2900026A02Rik
GPN1	Gpn1
DEFB107B	Defb13
F13B	F13b
HNRNPA3	Hnrnpa3
HNRNPA0	Hnrnpa0
HNRNPA1	Hnrnpa1
TBX4	Tbx4
ADGRD1	Adgrd1
C1ORF162	I830077J02Rik
SRD5A3	Srd5a3
ARSG	Arsg
RNU6534P	Gm23124
LY6G6D	Ly6g6d
MIF	Mif
EXOC6	Exoc6
C1ORF168	1700024P16Rik
MC5R	Mc5r
C8ORF44SGK3	Sgk3
KNSTRN	Knstrn
TES	Gm4907,Gm4985,Tes
LRRFIP1	Lrrfip1
LRRFIP2	Lrrfip2
ICE2	Ice2
IRS4	Irs4
BNC2	Bnc2
SLC45A3	Slc45a3
ICE1	Ice1
IRS2	Irs2
HOXA7	Hoxa7
CDK1	Cdk1
CDK2	Cdk2
CDK3	Cdk3-ps
CDK4	Cdk4
CDK5	Cdk5
CDK6	Cdk6,E030030I06Rik
CDK7	Cdk7
CDK8	Cdk8
CDK9	Cdk9
LPAR1	Lpar1
HAPLN1	Hapln1
ARMCX5	Armcx5
HAPLN3	Hapln3
HAPLN2	Hapln2
RAP2B	Rap2b
HEXB	Hexb
RN7SL638P	Gm27853
RNU6996P	Gm22476,Gm23013,Gm25768,Gm26133
CEP57	Cep57
FAM188B	Fam188b
CEP55	Cep55
TIMM50	Timm50
ARSI	Arsi
LIMS2	Lims2
LIMS3	Lims1
LIMS1	Lims1
ARSJ	Arsj
LIMS4	Lims1
RNA5SP478	Gm26004
PRMT2	Prmt2
ARSK	Arsk
SOSTDC1	Sostdc1
RERE	Rere
ZFHX3	Zfhx3
RERG	Rerg
ZNF383	Zfp383
DMBX1	Dmbx1
MGAT4D	Mgat4d
RGL1	Rgl1
ROBO1	Robo1
RGL3	Rgl3
RGL2	Rgl2
MIIP	Miip
OR10Q1	Olfr1491,Olfr1494,Olfr1495
HSPD1	Hspd1
OGN	Ogn
MTX3	Mtx3
MTX2	Mtx2
MTX1	Mtx1
TNFRSF19	Tnfrsf19
AMD1	Amd1,Amd2
PRKCI	Prkci
PRKCH	Prkch
SYN3	Syn3
FUT1	Fut1
ZNF366	Zfp366
PRKCA	Prkca
ATP10A	Atp10a
ATP10B	Atp10b
MGAT4B	Mgat4b
ATP10D	Atp10d
PCDHB9	Pcdhb18
PRKCG	Prkcg
TNNC2	Tnnc2
HIST1H3A	Hist1h3i
RER1	Rer1
SGSM2	Sgsm2
SGSM1	Sgsm1
HIST1H3J	Hist1h3i
OR5T3	Olfr1093,Olfr1094,Olfr1102
HIST1H3H	Hist1h3a
CDPF1	Cdpf1
SEC11A	Sec11a
LYZL4	Lyzl4
SEC11C	Sec11c
MATK	Matk
RNU6164P	Gm22448
ROBO3	Robo3
PMF1	Pmf1
ACKR4	Ackr4
KLRC4KLRK1	Klrc1,Klrc2,Klrc3
ACKR1	Ackr1
ACKR2	Ackr2
ACKR3	Ackr3
SCRIB	Scrib
PCDHB3	Pcdhb3
TYMP	Tymp
ZNF790	Zfp790
ZNF791	Zfp791
PPWD1	Ppwd1
MUL1	Mul1
LAMC2	Lamc2
TGOLN2	Tgoln1
ROBO2	Robo2
WWP2	Wwp2
RNU61172P	Gm23431
PRELID3A	Slmo1
TBX15	Tbx15
OR5T1	Olfr1093,Olfr1094,Olfr1102
SPTLC1	Sptlc1
DAPL1	Dapl1
GPER1	Gper1
PHLPP2	Phlpp2
PPIL2	Ppil2
PPIL3	Ppil3
NRDC	Nrd1
ZBBX	Zbbx
PPIL6	Ppil6
SLC35C2	Slc35c2
KRTAP132	2310061N02Rik,Krtap13-1
KRTAP133	2310034C09Rik,2310057N15Rik,Gm5965,Krtap13
KRTAP131	2310061N02Rik,Krtap13-1
MYADM	Myadm
KRTAP134	2310061N02Rik,Krtap13-1
CTC429P94	Smim7
SNORA14B	Gm26397
PPP1R7	Ppp1r7
PHLPP1	Phlpp1
TRGV2	Tcrg-V7
PHACTR3	Phactr3
PPP1R2	Ppp1r2
CCDC94	Ccdc94
CCDC96	Ccdc96
CYP4F11	Cyp4f14,Cyp4f15,Cyp4f40
CCDC91	Ccdc91
CCDC92	Ccdc92
CCDC93	Ccdc93
MIA	Gm21983,Mia
SORBS1	Sorbs1
ZNF574	Zfp574
ZNF575	Zfp575
FAM25C	Fam25c
NTN4	Ntn4
FAM25A	Fam25c
SNORD102	Gm25091
FAM25G	Fam25c
MFSD14C	Mfsd14b
AL3581131	Tjp2
MFSD14A	Gm43191,Mfsd14a
CTSH	Ctsh
CTSK	Ctsk
CTSL	4930486L24Rik,BC051665,Cts3,Cts6,Cts7,Cts8,Ctsj,Ctsll3,Ctsm,Ctsq,Ctsr
SNORA80A	Gm23317
CTSO	Ctso
CTSA	Ctsa
CTSB	Ctsb
CTSC	Ctsc
CTSD	Ctsd,RP23-145I16.3
CTSE	Ctse
CTSF	Ctsf
CTSG	Ctsg
RPL14	Rpl14
POSTN	Postn
CTSZ	Ctsz
RNU6979P	Gm24378,Gm24737,Gm26008
GPATCH8	Gpatch8
RPL13	Rpl13,Rpl13-ps3
RNU6980P	Gm24131
FGFR4	Fgfr4
CTSS	Ctss
FGFR2	Fgfr2
FGFR3	Fgfr3
CTSV	Ctsl
CTSW	Ctsw
CXCL1	Cxcl1,Cxcl2,Cxcl3
NAA10	Naa10
CXCL3	Cxcl1,Cxcl2,Cxcl3
CXCL2	Cxcl1,Cxcl2,Cxcl3
CXCL5	Cxcl5
ATP6V1G2DDX39B	Atp6v1g2
CXCL6	Cxcl5
CXCL9	Cxcl9
INCA1	Inca1
RNU6191P	Gm24234
SORBS3	Sorbs3
NINL	Ninl
SYP	Syp
AMMECR1	Ammecr1
PRRX1	Prrx1
TMEM242	Tmem242
PRRX2	Prrx2
PRKRA	Prkra
AC1147831	Gm35060
TNRC6B	Tnrc6b
TM4SF5	Tm4sf5
EMD	Emd
RGR	Rgr
NLRP14	Nlrp14
EMB	Emb
ZGPAT	Zgpat
STRIP2	Strip2
SORBS2	Sorbs2
PDZK1IP1	Pdzk1ip1
MIP	Mip
RPH3A	Rph3a
RNU131P	Gm22866
RGN	Rgn
AP2S1	Ap2s1
ZNF580	Zfp580
DCTD	Dctd
AFF3	Aff3
AFF2	Aff2
AFF1	Aff1
USP17L22	Usp17la,Usp17lb,Usp17lc,Usp17ld,Usp17le
SIX3OS1_2	Gm27801
CARD9	Card9
RNU6819P	Gm24121
RARRES1	Rarres1
SIX3OS1_3	Gm27610
ALDH16A1	Aldh16a1
PHACTR2	Phactr2
CARD6	Card6
THRSP	Thrsp
SAE1	Sae1
OR5L2	Olfr1156,Olfr1157
PSMB9	Psmb9
KIAA0196	E430025E21Rik
ERP27	Erp27
HMP19	Nsg2
ERP29	Erp29
PSMB8	Psmb8
PHKA1	Phka1
GCKR	Gckr
PHKA2	Phka2
UBA6	Uba6
PDP1	Pdp1
PDP2	Pdp2
UBA5	Uba5
CH17212P115	Ighv1-12,Ighv1-22,Ighv1-34,Ighv1-4,Ighv1-43,Ighv1-49,Ighv1-50,Ighv1-52,Ighv1-53,Ighv1-54,Ighv1-55,Ighv1-56,Ighv1-59,Ighv1-61,Ighv1-62-1,Ighv1-62-2,Ighv1-63,Ighv1-64,Ighv1-66,Ighv1-67,Ighv1-69,Ighv1-7,Ighv1-71,Ighv1-72,Ighv1-74,Ighv1-75,Ighv1-76,Ighv1-77,Ighv1-78,Ighv1-81,Ighv1-82,Ighv1-84,Ighv1-85,Ighv1-9,Ighv14-1,Ighv14-2,Ighv15-2
TRRAP	Trrap
UBA1	Uba1
GIMD1	Gimd1
PWP1	Pwp1
TRBV20OR92	Trbv20
PHF20	Phf20
EEF1AKMT1	Eef1akmt1
NAA16	Naa16
UBE2H	Ube2h
ABCA12	Abca12
ABCA13	Abca13
UBE2M	Ube2m
FAM162A	Fam162a
FAM162B	Fam162b
NAA11	Gm16286,Naa11
UBE2A	Ube2a
RP11146B141	Kdm4c
UBE2C	Ube2c
ADAMTS2	Adamts2
SI	Sis
TYRP1	Tyrp1
RNU463P	Gm25176
ARHGEF6	Arhgef6
SPR	Spr
FGGY	Fggy
UBE2S	Ube2s
RPAIN	Rpain
TOP3A	Top3a
UBE2T	Ube2t
UBE2W	Ube2w
TOP3B	Top3b
OR51F1	Olfr566,Olfr583,Olfr585
TAC1	Tac1
PTGFR	Ptgfr
ARHGEF5	Arhgef5
HHIPL2	Hhipl2
LIPT1	Lipt1
ADAMTS9	Adamts9
SCG2	Scg2
ILK	Ilk
RPRML	Rprml
ADAMTS8	Adamts8
RNA5SP193	Gm27490
RNA5SP190	Gm24786,Gm27781
SPATA31A1	Spata31
STRAP	Strap
RNU6344P	Gm25457
RASL12	Rasl12
RP11668G102	Gk
RP11286H144	Map2k2
PROKR1	Prokr1
CPXM1	Cpxm1
PNO1	Pno1
CPXM2	Cpxm2
MTG2	Mtg2
BMP2K	Bmp2k
MTG1	Mtg1
ZNF318	Zfp318
SEMA4C	Sema4c
RABEP2	Rabep2
RABEP1	Rabep1
SHB	Shb
LFNG	Lfng
PENK	Penk
MORF4L2	Morf4l2
MORF4L1	Morf4l1
COCH	Coch
NDUFA6	Ndufa6
NDUFA7	Ndufa7
NDUFA4	Ndufa4
NDUFA5	Ndufa5
NDUFA2	Ndufa2
NDUFA3	Ndufa3
NDUFA1	Ndufa1
TEX37	Tex37
FOXR1	Foxr1
MAP1LC3B2	Gm5612,Map1lc3b
NDUFA8	Ndufa8
NDUFA9	Ndufa9
GPR65	Gpr65
FLT3LG	Flt3l
GPR63	Gpr63
GPR61	Gpr61
PNOC	Pnoc
RNU685P	Gm25014
FAM171A2	Fam171a2
GPR68	Gpr68
FAM171A1	Fam171a1
MAEA	Maea
SLC27A4	Slc27a4
RP1L1	Rp1l1
TBL1XR1	Tbl1xr1
RBSN	Rbsn
SNRK	Snrk
CROCC2	Crocc2
MAEL	Mael
NBR1	Nbr1
IL6	Il6
IL7	Il7
IL4	Il4
IL5	Il5
CACFD1	Cacfd1
CFC1B	Cfc1
OVOL3	Ovol3
RP11215A192	Mtnr1b
IL9	Il9
DTX4	Dtx4
GNS	Gns
ATP5L2	Atp5l,Gm5426
DTX1	Dtx1
DTX2	Dtx2
DTX3	Dtx3
BIRC7	Birc7
EIF1	Eif1
BIRC5	Birc5
BIRC3	Birc3
AIP	Aip
EIF6	Eif6
OXR1	Oxr1
GNE	Gne
ANKRD16	Ankrd16
ANKRD17	Ankrd17
RB1CC1	Rb1cc1
RPAP1	Rpap1
FBLL1	Fbll1
P2RX3	P2rx3
ANKRD10	Ankrd10
ANKRD11	Ankrd11
POLR2G	Polr2g
RNU6718P	Gm26402
TMEM37	Tmem37
AKR1E2	Akr1e1
SNORD46	Gm26330
NSF	Nsf
P2RX4	P2rx4
NUTM2F	Nutm2
NUTM2G	Nutm2
NUTM2D	Nutm2
NUTM2E	Nutm2
NUTM2B	Nutm2
DMC1	Dmc1
NT5C1A	Nt5c1a
NUTM2A	Nutm2
MYH1	Myh1
MBL2	Mbl2
NT5C2	Nt5c2
PUS3	Pus3
MEA1	Mea1
POU3F2	Pou3f2
OTOP3	Otop3
OTOP2	Otop2
PHLDB2	Phldb2
POU3F4	Pou3f4
KDELR2	Kdelr2
MIAT_EXON1	Gm27357
TTLL1	Ttll1
MNS1	Mns1
REP15	Rep15
HAGHL	Haghl
P3H4	P3h4
RAMP3	Ramp3
RP11475E119	Aknad1
OR14J1	Olfr125
RAMP2	Ramp2
FAM53B	Fam53b
FAM53C	Fam53c
FAM53A	Fam53a
POGK	Pogk
VAMP1	Vamp1
SDS	Sds
SNORD44	Gm23212
SPATA31A6	Spata31
RUBCNL	5031414D18Rik
ANO10	Ano10
POGZ	Pogz
SNORD29	Gm22744,Gm24633
GSTCD	Gstcd
SIGLEC15	Siglec15
PRUNE2	Prune2
PRUNE1	Prune
SIGLEC12	Cd33,Siglech
CRIM1	Crim1
SNU13	Gm5616,Nhp2l1
AOC1	1600015I10Rik,Aoc1,Doxl2,Svs1
RNU193P	Gm23050,Gm23518,Gm23753,Gm24004,Gm24152,Gm24692,Gm25004,Gm25489,Gm25699,Gm25730,Gm25831,Gm25949,Gm26057,Gm26126
AOC3	Aoc3
AOC2	Aoc2
TIMP3	Timp3
RNF19B	Rnf19b
EPX	Epx
PARS2	Pars2
NRCAM	Nrcam
MLH3	Mlh3
PARL	Parl
KCNK1	Kcnk1
EPO	Epo
PI4K2B	Pi4k2b
KCNK2	Kcnk2
PI4K2A	Pi4k2a
HIBADH	Hibadh
FMC1	Fmc1
INAFM1	Inafm1
NHLRC3	Nhlrc3
NHLRC2	Nhlrc2
NHLRC1	Nhlrc1
NHLRC4	Nhlrc4
PAFAH1B1	Pafah1b1
SH3BP4	Sh3bp4
LYZ	9530003J23Rik,Lyz1,Lyz2
ADGB	Adgb
SUSD4	Susd4
RNU6855P	Gm26131
CGREF1	Cgref1
SUSD3	Susd3
WDR63	Wdr63
SUSD1	Susd1
POLR2F	Polr2f
HOTAIRM1_4	Gm27868
HOTAIRM1_5	Gm27477
HOTAIRM1_2	Gm27861
HOTAIRM1_1	Gm27867
TINAGL1	Tinagl1
STK39	Stk39
TOX2	Tox2
PSORS1C2	Psors1c2
FAM221A	Fam221a
FAM221B	Fam221b
SPERT	Spert
ARPC4TTLL3	Ttll3
PTX3	Ptx3
SEC23IP	Sec23ip
BRINP3	Brinp3
C9ORF78	BC005624
CWC15	Cwc15
RNU1131P	Gm22866
OTUD6B	Otud6b
USP21	Usp21
NACC1	Nacc1
BRSK2	Brsk2
BRSK1	Brsk1
SNRNP200	Snrnp200
RP11507K121	Ahr
WNT2B	Wnt2b
TNIK	Tnik
RNU61111P	Gm23314
DDX4	Ddx4
DDX5	Ddx5
DDX6	Ddx6
RABAC1	Rabac1
RP5864K196	Mycbp
DDX1	Ddx1
RNU6ATAC6P	Gm25338,Gm26249
TLR5	Tlr5
MYO15B	Myo15b
MYO15A	Myo15
TLR9	Tlr9
SCN3A	Scn3a
NUP205	Nup205
C16ORF89	AU021092
ZNF217	Zfp217
RP11599B136	Vamp2
KATNBL1	Katnbl1
RNU6420P	Gm22491,Gm22607,Gm26049,Gm26375,Gm26500
F8A1	F8a
SLC7A7	Slc7a7
F8A3	F8a
F8A2	F8a
FMN1	Fmn1
SLC7A3	Slc7a3
C16ORF87	4921524J17Rik
C16ORF86	4933405L10Rik
NFKBIZ	Nfkbiz
TDRD12	Tdrd12
PSTPIP2	Pstpip2
ARID4A	Arid4a
ARID4B	Arid4b
RNU6869P	Gm26072
PSTPIP1	Pstpip1
MMS19	Mms19
RMDN3	Rmdn3
PLAC1	Plac1
PLEKHA4	Plekha4
AC1270701	Golga3
CRYZ	Cryz
HAUS8	Haus8
PLEKHA5	Plekha5
HAUS6	Haus6
AMER1	Amer1
AMER2	Amer2
AMER3	Amer3
HAUS2	Haus2
HAUS3	Haus3
HAUS1	Haus1
PRSS33	Prss33
SLC5A10	Slc5a10
SLC5A11	Slc5a11
PRSS37	Prss37
NR5A2	Nr5a2
NR5A1	Nr5a1
RNU61039P	Gm25643
DLX4	Dlx4
DLX5	Dlx5
DLX6	Dlx6
MYD88	Myd88
DLX1	Dlx1
DLX2	Dlx2
DLX3	Dlx3
TLX1	Tlx1
ACVRL1	Acvrl1
PLEKHA2	Plekha2
TFEC	Tfec
KDM7A	Kdm7a
VWA9	Vwa9
RNU630P	Gm22246,Gm22505,Gm24540,Gm25127
HIST1H2BD	Hist1h2bm
HCRTR1	Hcrtr1
KIAA1107	A830010M20Rik,Gm42669
SNORD105	Gm24067
SNORD104	Snord104
SNORD107	Snord107
RNU451P	Gm24695
HIST1H2BM	Hist1h2bh
HOXB3	Hoxb3
C11ORF86	2010003K11Rik
HIST1H2BJ	Hist2h2be
SNX12	Snx12
